,review_id,neg,neu,pos,business_id,name,latitude,longitude,text,stars_y
12,bWdCHuwLyzcdcKbP05hBcQ,0.0557459,0.2522196,0.6920346,k1wGaX-13Db-XDWC50PmIA,Thai Basil,53.5336839,-113.6281393,"Thai Basil is one of those random, tucked away neighbourhood restaurants in the west end. Located right beside a Domo gas station and a random Chinese restaurant, New Dragon Palace Seafood Restaurant, I've been in this plaza so many times but never thought to try their food until my parents went one night and said they enjoyed it. With so many good Thai places in town (heck, Ban Thai and Thai Flavours are two nearby west end eateries), Thai Basil has some tough competition to live up to.

L and I decided to check out TB on a Wednesday night before we hit up the Craig Ferguson show. I was pleasantly surprised to see the interior is nicely decorated and has a very inviting, serene atmosphere. The place was quite busy with most of the tables filled with diners. We always over order but somehow never seem to have any leftovers. The family running the restaurant is friendly and service is good.

- Chicken satay (#4) ($10.00) - chicken marinated in Thai style peanut sauce, grilled and served with peanut sauce and cucumber. You get four pieces of satay. The chicken was a tad on the dry side and I wasn't very wowed by their peanut sauce. 
- Tom yum (#11) ($7.00) - Thai style hot and sour soup with mushrooms, galangal, You can choose chicken or shrimp ($1.00 extra) in a Thai style hot and sour soup with mushrooms and galangal. The soup smelled heavenly when it arrived but taste wise, it was lacking depth. You know that sweet, spicy, heat that comes at you in waves? That was missing from their tom yum. Decent but lacking punch.

- Green curry tofu (#45) ($14.00) - Thai green curry tofu, sweet peas, carrots, broccoli, green and red peppers and basil leaves. We wanted some extra vegetables so we ordered the green curry with tofu. The dish smelled delicious and aromatic but again, after having a taste, it was disappointing. We both couldn't taste any curry but a coconut, watered down flavour became prominent. 
- Pad woon sen (#57) ($14.00) - stir-fried glass noodles with pork, egg, tomato, onions, red and green peppers, green onions. This was the best dish that we ordered that night. I'm a sucker or glass noodles and these had a great chewy texture with a nicely balance of flavour.

- 2x Steamed jasmine rice ($4.00) - we were told a normal order is one small bowl so we ordered two to share. Not much to say about their jasmine rice as it was pretty standard stuff.
- Deep fried banana with ice cream ($6.00) - they have three desserts to choose from (stick rice with mango was another option, forget the third) but my buddy L is in love with anything banana related. For $6.00, the portion sure is tiny. 4 dinky sized pieces of deep fried bananas and your choice of vanilla or mango ice cream. I had a bite, which was tasty, but for that price, I wasn't impressed.

Thai Basil was pretty much what I was expecting. With more misses than hits with their dishes, I won't be clambering back anytime soon. Our meal came to almost $60 before tip and for that price, I can get excellent Thai elsewhere. Why settle for mediocre? Sorry Thai Basil but I'll be getting my fix elsewhere.",3
13,zng7ncqSjkYRSV6Avc8jcA,0.94602394,0.04654303,0.0074330447,xBAvGWzKHpWKCdsIN4ofGg,The Canadian Brewhouse,53.425685,-113.478514,"I wasn't impressed at all. The beer choices are limited. And stale tasting from the tap. What is with all of the American beer??? The food wasn't good at all. They have what looks like a great selection and variety of foods, but what we had wasn't very good. I would say skip this place unless your really drunk and have no clue what good food and drinks are.",1
14,0dojH3ovXs20AhhLJOtT3Q,0.0009621487,0.010859826,0.98817813,lvNx6pLRZRQH1WyrUqfJyQ,Station on Jasper,53.5412185,-113.5018987,"This place just opened about two weeks back and I gotta say: if you're a fan of great live music, you need to check this place out! They have a big variety of artists come through here on a weekly basis and the venue is set up nicely to accommodate both them and their patrons. The staff here are very friendly too which is always a huge plus. I didn't try much of the food personally, but my friends I went with said they make a pretty solid poutine and pizzas. Who doesn't love either of these classics? Come check out this sweet new bar downtown and see for yourself!",4
15,SCfbps6jhkNG_J6Doen3sg,0.0037813096,0.03247147,0.9637472,hc0KmC42EzjXbC83eMIDMg,Padmanadi Vegetarian Restaurant,53.5525155187,-113.4938001397,"Always a pleasure to eat here amongst friends. Yep that's how it feels. The ambiance is good. The owner Mr Kasim came around to say hi. We had some good laughs with him. Made us feel so welcome. 
Lots of food options. We ordered vegan ginger beer, vegan Mongolian chicken and our usual vegan chicken curry. Our niece is visiting from USA and she wanted to try vegan food so we ordered Padmanadi platter. Best part molten chocolate cake & cheese cake for dessert. Desert to die for.
Food very delicious. High end dining.  Washrooms available. Parking available in front or side of the building.
The only thing is that people were dragging in snow from outside so floors were wet. Wish it was mopped frequently.

Tip: Make reservation if possible as the restaurant is always full at dinner time",5
16,XrRaBDL0WNOeE-SD6ShbPQ,0.0013075254,0.0059553147,0.9927371,9wjPUaB9HdaKkh5jaz964g,The Lingnan,53.549507,-113.499488,"Absolutely amazing! Lots of gluten free options as well. I first went a couple years ago in high school for Christmas Eve with my family, and it was a buffet night. I tried the lemon chicken, a soup (brought for me being gluten free, not the original soup), the Szechuan beef, lots of vegetable options (best broccoli ever), and great gluten free spring rolls. The architecture and interior design is beautiful, opulent, and very authentic. The service is so amazing as well. I love this restaurant. The best Chinese food!",5
17,BntCKUjVZzv6BrqAAXIjLw,0.75788784,0.19702998,0.045082215,c4WjOzTvpMvAxmUspHfhOQ,Sicilian Pasta Kitchen - SPK Downtown,53.5408509,-113.5154098,Not so much a fan of this SPK location. The seats are too close together making everything incredibly squished. Some of my favourite dishes are changed on this menu and I found the lunch time service incredibly slow which isn't great if you have meetings in the afternoon or places to be. I do appreciate that you can place an orfer for take out but the staff seem disengaged and frankly I can find better places in the city to eat pasta at. Sorry SPK not this time.,2
18,HrZzEr-hSd1U6e8YPcqV4Q,0.003306439,0.012685257,0.9840083,ed54mXDm7gXqWUbfKxi4dw,Domino's Pizza,53.540734,-113.522714,"Had a pizza delivered during the Covid19 pandemic. Thank you for making us food during this crisis. The pizza was great and everything that we could ask for, definitely better than the microwavable frozen mac and cheese in my freezer. The delivery guy was nice and pleasant, followed the social distancing concept and my instructions. Thank you again.",5
19,SGUsL8rE13gDDXrZAcQqSw,0.5214733,0.35272765,0.12579916,LIHYaWQCSIt30CYJdfcLzw,Hundred Bar Kitchen,53.5422555,-113.4903423,"The food is good, just overpriced; and considering it's not heavenly good, it's poor value. Minors are not permitted. Service is acceptable.",3
20,T3Lo4q7NkFwM4biCvZ8Mgw,0.02441481,0.18954583,0.78603935,omgrRIS_u5v5nGzfmr7tEQ,Chicken For Lunch,53.5413977,-113.4925397,"Rules for Chicken For Lunch - yes, it's a food court, there need to be rules to maintain order!

1) They serve breakfast in the morning.
2) Line up EARLY FOR LUNCH. 11...or earlier - yup, I've done it.
3) Yes, there are people that jump the line... they *only* get that privilege on Amy's say-so. They aren't disrespecting your wait time in line.
4) AMY ROCKS! Do not Question the Amy, accept what is given.  You WILL love it!
5) Gluten free is always available, just not as much selection as what everyone else gets - and you will get plenty in that box!",4
21,bm_EBrrSHTZ8cPB0hLtI_w,0.0049788323,0.071170405,0.9238509,cjNiQ1g1VF3rU3uF7EN3yw,L'espresso Cafe,53.5441557,-113.4888695,"I didn't have much time to get the full ambiance of L'espresso, as I simply popped in to get a hot chocolate last night before heading back into the cold for the New Year's Eve countdown and fireworks at Churchill Square. Well, I wasn't the only one -- the line up was long, but at least it was much shorter than the one at Second Cup (I suspect those at Second Cup weren't aware of L'espresso across the street).

It's a quaint and colorful Mediterannean cafe just off Churchill Square. There's a small fireplace on one side, with bright colored couches around it, and plenty of small tables throughout the rest of the space. A small flat-screen tv is perched near the ceiling by the windows.

I can only vouch for the hot chocolate, but it was yummy -- not too sweet, and you can taste they made it with milk, it's not the watered down stuff. They also sell baked treats, soups and panini sandwiches, and gyros wraps. The hot drinks were most popular last night, as everyone wanted to stay warm. As a result, the wait was a bit long, but considering the queue, the staff worked pretty quickly to give the best service to all the customers.",4
22,gAPbGKSQ2UDM6HMkIENRmQ,0.001729717,0.0076013072,0.9906687,w8IHN58WRQ7-9euvBSkr0w,Dorinku Tokyo,53.5179125,-113.4940739,One of my favourite places for lunch. Everything I have tried has exceeded my expectations. I especially love the wild salmon sashimi and the beef curry.,5
23,4whz4BKZudAFwIzxh6Q_ww,0.0027300047,0.012902464,0.9843676,bwdxxSrX5c3SDIPUe8ptFQ,Red Robin Gourmet Burgers and Brews,53.5176452,-113.6171756,"Service is a little slow but the workers are nice and the food is good! Place is clean and western looking, great atmosphere and the milkshakes are to die for!",4
24,Xd3sEMmEZLaPC5VFewQCbQ,0.02184357,0.1201845,0.8579719,fZfFqPlv-BU0uQISzlZ3tg,Nara Chicken & Tonkatsu,53.5200642,-113.5798184,"So I finally able to go back and try the fried chicken (Nara Seasoned Chicken that comes with special sauce, the sweet and spicy kind). It's decent. I really like the sauce which goes well with all the fried stuff, especially Tonkatsu. The chicken itself is nothing special, but for us, the portion is enough to be shared among 2 people. The cuts are pretty big. If you're a big eater then you probably will end up finishing the whole basket.

We also ordered the Nara Special Tonkatsu that comes with both sirloin and tenderloin Tonkatsu + their special sauce (different from the sauce on the chicken). The portion is pretty big, and I think it meant to be shared or for a big eater. I did finish the whole thing by myself tho so it's not like it's impossible LOL

If you've read my last review about the Nara Pizza Tonkatsu (still dreaming about that cheese) you know how much I love their Tonkatsu. It's so soft inside and crispy on the outside. I finally figure out the secret of the crispness, they use real bread to make the crumbs which is surprising since I couldn't really taste bread. As for the special sauce, I know I won't like it once the staff mentioned that it was a mixture of garlic, soy sauce, apple, and BANANA! The banana flavour is way too strong for me. I could only taste banana. So I ordered the curry sauce on the side which complemented the Tonkatsu very well.

Honestly, I won't be able to choose between the curry sauce or the sweet & spicy sauce. I probably will always end up ordering both everytime. 

If you decide to come and try this place, definitely go for the Tonkatsu. Legit the best Tonkatsu I've ever eaten!",4
25,XO4jmScfb6x7zQCJJJt7qg,0.9408637,0.050015043,0.009121303,Xfl0SmJiOy0QFmwV7ce6EQ,Memphis Blues Barbeque House,53.4534723498,-113.4238075722,I can't take it anymore. I keep giving this place a chance and they continue to fail me. The only thing they do reasonably well is the brisket. They chicken is a fail usually and the catfish an epic fail. Dry as sawdust. Prices are also outrageous for what you get. Many better bbq places around for same or better prices. Soggy fries.,1
26,uQRvXSKL5khBTpu6cXezgQ,0.0009922127,0.009973565,0.9890342,PQuM6c6pdEOLyInZdzoa_g,Rosso Pizzeria,53.523553,-113.512505,"With Rosso, this location has found its stride.  The ambiance and service is excellent.  The food, coffee, treats and beverages are all quality, consistent, fairly priced, and well timed.  A.M. , P.M. or midday, Rosso provides an experience I would highly recommend and return to often.",4
27,6Gsuc0uVUGbYU90UXxIi3w,0.0015083982,0.007900876,0.99059075,caj8GmpYWaHpdCJmjzscnw,Takami Sushi,53.4983220147,-113.5001169518,"Wow. This little restaurant definitely delivers! I came here recently with a friend for lunch and was pleasantly surprised at the great combination between great service, delicious food, and unique touches. Quality is definitely here: from the california rolls to the tempura, from the sashimi to the miso, everything was refreshing, delicious and well made. I loved the salad, the tea, and everything else that we ate. You definitely can't go wrong eating here!

The parking lot features lots of parking, behind the restaurant there are benches, and someday I'd love to try so much from the menu! This place focuses on fresh (and delicious!) fish. They fly in fish every week from my understanding. It wasn't busy when we visited but that wasn't a downside as we got impeccable service and were able to linger over our tea before paying our bill. I definitely recommend this restaurant!",5
28,BWPref7HGXf9PG1ffT4nOg,0.38506588,0.393992,0.22094211,00ZHPWYGtJTY8zqfTfP_2Q,The Burg,53.5429029514,-113.4995171344,"This was my first time to this restaurant, the overall look was good. Lots of room I was with a group of 10. We were sat at a table in the middle of the restaurant great view of the TVs. The chairs were awful not real chairs not quite bar stools. Our server was good delayed sometimes on beverage refills but over all attentive. I had the grilled cheeseburger. I am not a fan of toasted buns for a burger as this one just fell apart. Really didn't help in eating a large burger. The bacon was good and burger was seasoned well. I also had the wings and they we not crispy enough. The homemade pickles were not to my liking but others in the party really enjoyed them. I sampled the burg burger and was more what I was looking for. I would go back and get one of those",3
29,LpEAwUQFXdmwbbk25UfL3Q,0.001314403,0.009488663,0.9891969,pKvFEnqpksgCZavBZD_Cyw,Crown & Anchor Pub & Grill,53.613137,-113.5161,"This is my hubby's and mine favourite quick date night. I've never had a bad dish from here and it's all delicious munchie food! They have healthier options too if you want: 5 different salads, soup, & wraps. The girls give quick service, are so friendly, and chat just the right amount. They've been through a couple owners but the welcoming atmosphere still remains.",4
30,o62BnOezaYTFqSJZMyVOAQ,0.005258545,0.030941764,0.96379983,WpwDC1J6z0WsNBZyTH0hhA,Pizza 73,53.513933,-113.49633,"We REALLY wanted pizza one night so we grabbed the yellow pages and made some calls.  

Most of the places we called were going to charge us between $35-$40 for 2 medium pizzas and delivery.  ARE YOU SERIOUS?  Was my reaction to all of them.  

Finally, we called Pizza 73 and thank goodness for them!  Our 2 medium pizzas - and hot wings - and delivery came to under $25!  ANd the driver was at out door in 18 minutes!  I kid you not, we timed him.  It was crazy!

And the pizza was good.  It was classic and it tasted great.

Since this experience, we've ordered from them twice more and every time they are great.  If you are looking for delivery, and not Delissio, go with Pizza 73.  They are a great deal, they are fast, and they taste great!",5
31,p7HixFEX4_FnJ_iboBPYbQ,0.13827865,0.28216308,0.5795583,0CLCzdedGT2DPjkYM52Tqg,Brewsters Brewing Company & Restaurant,53.5201345852,-113.5962501821,"Service is great.

The food however... its a complete hit or miss. Don't order the fish and chips you get a half pound of fish and a pound of batter!!
 like learn how to batter fish. It is pretty simple. Thanks for reading my rant be cautious of what you order....",2
32,ys4jlBnnDI1E9Xoh2v7Fzg,0.0024605205,0.032016687,0.96552294,FJUdtYfTuJIogXLN60Rcdg,D & H Catering,53.512132,-113.476101,"Food was very good
Service was very good
Would use them again
January Christmas party for 20 people 
Magathan Dental Centre",5
33,ccvoe2o_ZFkHwF8a8womSA,0.057579372,0.1869856,0.7554351,YsdkVT00r2OjZTmCMklsrQ,Soy and Pepper,53.541185,-113.5146501,"The food I ordered was Excellent(Bulgogi Beef, with Chef's Spicy Pepper Bulgogi Seasoning *which is a extra dollar now for the seasoning, when it was simply a choice before)

I probably will not return, as the prices are really expensive for what You order.

Most Asian restaurants are half the cost for main dishes, and the portions are similar, so not sure why their prices are pretty much 100% more than other Asian restaurants.

In conclusion, food is Good! Prices are a deterrent.",4
34,NveSnkOWNJ6RcM1JOj7-hA,0.010945867,0.078927726,0.91012645,aZN5R7Xfea0GkDBwBZOQrQ,Prairie Fish 'N' Chips,53.537444,-113.508698,"Was super excited headed towards a new fish and chip joint downtown, as I don't think there is a better hang over cure than a piece of fish with fresh cut fries and a pint of something British. This place does not disappoint.

The decor is pretty quaint with hanging light bulbs and a nice combination of communal seats and individual tables. It's definitely a tiny space but it still has an inviting feel to it. 

Our gal came over and took our drink order while we checked out the menu. Lots of options beside the classic fish and chips, but that's not why I'm here. Honestly there's probably 25% of the menu that no one would ever order but fine. The fish of the day was something called an Orange Gruffy, or something to that effect, had to try that, while the gf got the traditional haddock and chips.

After a few, a couple of amazing baskets show up with huge pieces of fish and a mountain of fries. The batter they use really stood out to me, completely different than I've ever had. Extremely light and not at all greasy. If I was nursing a worse hang over I may have been disappointed but it was just about perfect. I probably wouldn't get the Orange Fluffy or whatever again, not that it was bad, just a little mild for my taste. The haddock my lady got was perfect. Nice meaty texture and perfectly fried. Both fish were incredibly fresh and the place smell like the ocean.

The star of the show, besides some pretty amazing fish, were the fries. They're blanch double fried to perfection. And you get a ton of them.

I will be returning sooner than later to this another new downtown gem. 

Cheers 

Andy",4
35,7bR2SAngfzIMKtnQrcDJiw,0.0036056465,0.05726243,0.93913203,e6lLQKTfAaFKqhlU_SvCYA,Native Delights,53.558164,-113.529996,"Heard about Chef Ian Gladue. Worth the drive. Would like to see more native food joints, especially if this quality. Ordered the elk stew w bannock. Partner ordered taco. Both delish!",5
36,xSLMfUzatde0PFHrpwvoVg,0.0015834569,0.005962796,0.9924536,ICmLHwqo910dgvx15sztEw,Situation Brewing,53.517236262,-113.4950723872,"I absolutely love this place. We've been a few times and every time the staff have been very friendly and knowledgeable.  I've had every beer on the menu and they've all been hits. Collectively we've eaten 90% of the food on the menu and every item has been really good. In fact they have the BEST CHICKEN DRUMS I know of in the city!
 We got a beer tour once and although it's the smallest brewery we've toured it was easily the best. Our guide was very nice, educational, and engaging.",5
37,l56rmoacSirbAMT35TXR9g,0.0019030607,0.014275305,0.98382163,CsRL2V3oMoGIp924cAa1yw,Papa Murphy's Take 'N' Bake Pizza,53.6156684,-113.541834,"First time - pizza from Papa Murphy. Mm good. Crust crispy and thin. Toppings perfect. We had a hamburger, onions and extra cheese. So good. We will be back.",5
38,uv3pxpsWTQyEATOSOcJcbQ,0.001295269,0.027489001,0.97121567,N-ej51lLtIl4TMC-Qb3k4A,Zen All-You-Can-Eat Sushi & Grill,53.5129039,-113.4982425,"Fresh sashimi, and great for the price. Serves lots of delicious warm food on top of the sushi.",5
39,LOdDjwPIhpzNnVWqv9o7fA,0.67079353,0.2550817,0.07412484,mp4nicLCW6eHk-ujjrdCYA,Empress Bakery,53.5184283,-113.4871757,"I used to go here because they have good breads and pastries but the lady that owns the place is quite cold, constantly annoyed and rude actually. I stopped coming back since there are so much more bakeries nearby that offer European style breads with better customer service.",1
40,MgBrugxPSStgoMPnzD8kVQ,0.007866858,0.039407827,0.9527252,O5rSaJBufes5ltbA08iqUg,Paddy's International Cheese Market,53.542528,-113.538114,"This is definitely the store for cheese lovers. I discovered it by chance, and now I come here regularly. If I am planning a fun night of wine drinking and cheese eating with my friends, Paddy's is where I head to stock up. The cheese is expensive- always has been, always will be. Cheese at Paddy's is no exception, but their selection is so great, that the chance to try different kinds of cheese from around the world makes the splurge worth it.  
I cannot say which cheese is the best as everybody's tastes differ, but I do love all kinds of cheese from Switzerland and Spain, as well as those stinky French cheeses, and when it comes to selection of those- Paddy's delivers. You can request to try the cheese before you buy it, and the sales people are happy to let you do so. The staff is knowledgeable and friendly. But I repeat, this cheese place is expensive, especially if you want to purchase many different kinds of cheese to try them out. Brace yourself and step into Paddy's. You might just find your favorite cheese place in town!",4
41,clf_coFaGRqApyGqibbX4Q,0.0040075234,0.051488437,0.9445041,3sgYRksSWZC3CXnKCpCqFA,Save-On-Foods,53.4228392617,-113.4759190829,"I used to live close to this Save on Foods, so I would come here often.
They have all the groceries you might need... but they also sell roasted chicken and salads ready to be eaten if you don't feel like cooking.
The store is clean and well organized.
There are self checkout machines which are very useful when you have a few items and want to save time instead of waiting in line for the cashier to be available.
Very well located on Ellerslie and 91 street. 
Plenty of parking available.",5
42,4U1qzkpgqMSBnp1qnGeFfQ,0.0062741055,0.036136564,0.95758945,hc0KmC42EzjXbC83eMIDMg,Padmanadi Vegetarian Restaurant,53.5525155187,-113.4938001397,"I experienced my first taste of Padmanadi at the Taste of Edmonton festival a few years ago.  Their curried 'chicken' was very tasty and very deceptive...  That chicken was tofu and as a self-described lover of all things meat, I was shocked at both the great taste and great texture of this faux-chicken. 

I had to find out more and decided to try out their restaurant on 101 St between 108 & 107 Ave.  While not the best part of town, the trip was worth it.  The interior of the restaurant was bright and colorfully decorated with an electic mix of Asian inspiration juxtaposed with contemporary photos of staff happily smiling around the entire restaurant.

The food was nothing short of great.  The ginger 'beef', the curried 'chicken', the spicy eggplant, the fried Indonesian noodles, the count rice...  The list goes on.  All were incredibly tasty and all stood on their own as great eats.  

If you haven't tried Padmanadi, don't be shy.  If you fear that wet cardboard texture of tofu, don't be scared.  Padmanadi has become one of my family's favorite places to eat in Edmonton.  They do a great job serving up great food period.  You won't know the difference!",5
43,Rp-x3xI_7NVX1nGQ275O9g,0.01882606,0.11104696,0.870127,xUuWmc85BMczbadRsf119A,Lyon Restaurant,53.5189805,-113.4971429,"Went for a spontaneous Wednesday evening dinner with my husband and son. Had the duck pate and garden beignets, both very tasty and would definitely have both again. Ordered the lemon pizza for my son but he didn't enjoy it as much but was very interested in our entrees. My husband had the lamb shank which was super tender and juicy, the size of that lamb is enough to feed the three of us. I ordered the rabbit rissole, not as tasty as the lamb but still good. Entrees do not come standard with a side and we opted to share one portion of fries which was way more than we needed. Great menu for variety and next time I think I would try another one of their pizzas. Kids tip: bring crayons/pencils as they have brown paper on their table, my son spent lots of waiting time drawing dinosaurs.",4
44,4pp41C3oZpeL3pCrTksd6g,0.004083738,0.06661223,0.92930394,4sD9H1GhMIq0KEWBQ0OOHg,Swiss Donair,53.607131,-113.468933,excellent donairs and quick service. food quality and portions always remains consistant during each visit.,5
45,z5untGJtNWUIZ_cJHhyujg,0.09267806,0.541347,0.365975,b-4xNydyGmdv2bGFOHTgdw,Garden Bakery,53.5496061,-113.4928653,"Oh, Garden Bakery has been one of those restaurants it seems I've been going to for a long time. The place to go for noodles after an evening event where you didn't eat enough. The last visit was after a Zumba event so we were hungry for some grub! Some things don't change, the cleaning the table with a cloth after pouring the leftover tea on the table, and looking and wiping your tea cup and bowl with a napkin before using. 

The menu has a lot of dishes from wonton and noodle soup, rice, and entrees to go with the rice. For 4 of us, we ordered 3 entrees and that was more than enough food. I had the beef brisket chow mein and it was a large plate filled with noodles, beef, and veggies. For just over $10, it was more than a meal for one. Service primarily consisted of bringing menus, taking order, and brining food and drinks. I think we helped ourselves to the take out containers close to our booth table. 

We paid at the cashier area and made our way out with our leftovers. Walking to the car, there were a number of people that would have happily taken out leftovers if we didn't want them.

Next time we want a late night snack and in the area, will probably come here for the cheap food and large portions but not expecting much else.",3
46,AhbGKbZEMRY_1zOTTsT36Q,0.066209964,0.3028085,0.63098156,ql3jAWijsUf1-JdPLG2-AA,Doughnut Party,53.547362521,-113.5279826195,"I agree with Carol C. -- the doughnuts offered by Doughnut Party strike me as being undercooked.  That being said, they're quite good, if a bit expensive.  Would these doughnuts make the grade in a better doughnut town?  They'd be challenged to do so, but the promise is there.  I'll keep an eye on these guys.",3
